n.id,numberOfConnectedEdges
"""DB15300""",308
"""DB02817""",111
"""DB01837""",53
"""DB06929""",333
"""DB04227""",2261
"""DB08993""",114
"""DB04506""",352
"""DB05812""",2300
"""DB11692""",3
"""DB07288""",72
"""DB08052""",170
"""DB11248""",122
"""DB15213""",192
"""DB06510""",508
"""DB02495""",343
"""DB12241""",14
"""DB12212""",2486
"""DB12830""",8
"""DB02618""",36
"""DB07330""",8
"""DB16607""",36
"""DB08089""",7
"""DB02044""",351
"""DB04066""",2590
"""DB16376""",732
"""DB07237""",2
"""DB06901""",98
"""DB04197""",103
"""DB15057""",78
"""DB02115""",689
"""DB04302""",237
"""DB06670""",939
"""DB13787""",1828
"""DB08765""",26
"""DB06713""",985
"""DB13686""",382
"""DB07792""",7
"""DB01392""",4557
"""DB11306""",58
"""DB12712""",1000
"""DB07079""",2
"""DB14730""",52
"""DB01667""",2005
"""DB09477""",2607
"""DB14845""",884
"""DB08535""",3
"""DB12007""",1463
"""DB08015""",2
"""DB12558""",16
"""DB07420""",18
"""DB08717""",38
"""DB02352""",126
"""DB11860""",88
"""DB07482""",113
"""DB14048""",138
"""DB13314""",2772
"""DB13203""",1218
"""DB02952""",495
"""DB11468""",110
"""DB14843""",734
"""DB09146""",256
"""DB12692""",770
"""DB07723""",68
"""DB03642""",14
"""DB12779""",1336
"""DB07331""",8
"""DB02591""",137
"""DB09375""",2
"""DB02621""",1211
"""DB14543""",340
"""DB02995""",554
"""DB07719""",697
"""DB08297""",1
"""DB14065""",1514
"""DB00862""",2892
"""DB11330""",186
"""DB04155""",273
"""DB06754""",1716
"""DB01544""",2649
"""DB00051""",2668
"""DB11562""",7
"""DB00449""",158
"""DB02247""",1374
"""DB13108""",2020
"""DB05676""",3264
"""DB06711""",2749
"""DB09290""",1986
"""DB05396""",388
"""DB08057""",2
"""DB00163""",16277
"""DB00651""",2069
"""DB04660""",2434
"""DB06145""",164
"""DB11700""",6
"""DB15135""",734
"""DB01717""",67
"""DB06797""",1326
"""DB12138""",4
"""DB13408""",170
"""DB01646""",260
"""DB04555""",256
"""DB03021""",52
"""DB12902""",771
"""DB06900""",2
"""DB13747""",2
"""DB07593""",3
"""DB12296""",732
"""DB08341""",73
"""DB00455""",1849
"""DB00477""",8663
"""DB08186""",2
"""DB00247""",3376
"""DB07393""",2
"""DB02824""",17
"""DB01668""",1
"""DB03366""",5904
"""DB03235""",9
"""DB14207""",1760
"""DB00730""",2872
"""DB02426""",2
"""DB02285""",1202
"""DB05088""",264
"""DB15656""",556
"""DB04175""",11
"""DB05374""",633
"""DB03263""",9
"""DB02966""",19
"""DB07810""",705
"""DB08280""",74
"""DB08047""",12
"""DB08172""",4
"""DB00528""",2752
"""DB15130""",94
"""DB12562""",1
"""DB02951""",79
"""DB01599""",1259
"""DB00501""",4601
"""DB07800""",2
"""DB00254""",18353
"""DB11581""",2185
"""DB04707""",351
"""DB04528""",975
"""DB12781""",1657
"""DB00505""",1047
"""DB01207""",900
"""DB15593""",1454
"""DB05321""",72
"""DB00710""",2045
"""DB07105""",2
"""DB08360""",4
"""DB04715""",22
"""DB07310""",28
"""DB03723""",364
"""DB04224""",13460
"""DB08785""",1494
"""DB13257""",254
"""DB13502""",94
"""DB08351""",7
"""DB02822""",27
"""DB00253""",354
"""DB11590""",2
"""DB13114""",2690
"""DB08888""",37
"""DB04460""",4
"""DB02480""",63
"""DB08682""",42
"""DB13292""",18
"""DB12969""",2
"""DB07258""",6
"""DB06706""",1442
"""DB11704""",1
"""DB04058""",383
"""DB01252""",1268
"""DB02189""",347
"""DB12228""",3
"""DB07140""",10
"""DB02114""",19
"""DB03737""",2
"""DB08258""",52
"""DB02610""",85
"""DB04213""",8
"""DB04595""",9
"""DB08902""",734
"""DB04859""",17
"""DB11717""",80
"""DB01535""",2193
"""DB06884""",505
"""DB15120""",58
"""DB01205""",2276
"""DB03104""",1
"""DB12803""",4
"""DB02562""",198
"""DB06793""",180
"""DB04877""",21
"""DB11455""",2808
"""DB01826""",15
"""DB13820""",18
"""DB00109""",28
"""DB13136""",2928
"""DB01671""",209
"""DB03438""",122
"""DB03720""",260
"""DB06923""",103
"""DB02878""",2
"""DB06401""",113
"""DB11841""",832
"""DB01901""",165
"""DB09103""",1470
"""DB08899""",4766
"""DB00229""",1832
"""DB04685""",3
"""DB04469""",1357
"""DB12852""",1
"""DB07761""",7
"""DB00703""",2314
"""DB07939""",22
"""DB07567""",2
"""DB04299""",3124
"""DB15786""",832
"""DB14490""",58
"""DB04622""",128
"""DB11912""",110
"""DB03186""",7
"""DB02450""",1
"""DB11198""",80
"""DB05928""",1557
"""DB14492""",578
"""DB03876""",5
"""DB09054""",1950
"""DB07226""",2
"""DB07484""",22
"""DB01206""",1677
"""DB02245""",1081
"""DB08129""",48
"""DB00281""",13126
"""DB13759""",1028
"""DB07028""",3
"""DB01478""",56
"""DB04233""",198
"""DB01935""",11
"""DB02099""",67
"""DB13691""",2044
"""DB02798""",900
"""DB03170""",41
"""DB05444""",76
"""DB05824""",26
"""DB00979""",848
"""DB08027""",119
"""DB08088""",44
"""DB04238""",2
"""DB08678""",42
"""DB04827""",6022
"""DB08776""",2
"""DB04873""",177
"""DB06581""",125
"""DB07617""",38
"""DB09209""",1502
"""DB12518""",1446
"""DB12083""",78
"""DB00007""",2393
"""DB02760""",14
"""DB07938""",18
"""DB09059""",70
"""DB05097""",812
"""DB02168""",5
"""DB12920""",78
"""DB08222""",5
"""DB00792""",734
"""DB10715""",128
"""DB03258""",193
"""DB03270""",5
"""DB02856""",4
"""DB00998""",3108
"""DB10276""",556
"""DB03851""",3
"""DB06149""",110
"""DB07755""",15
"""DB13185""",1454
"""DB06972""",5
"""DB09269""",128
"""DB13993""",1326
"""DB01512""",2
"""DB01497""",13726
"""DB11693""",1268
"""DB05239""",1425
"""DB13124""",1274
"""DB01450""",1858
"""DB00607""",1456
"""DB14055""",3316
"""DB07681""",111
"""DB12113""",1
"""DB08489""",14
"""DB15623""",130
"""DB00149""",6608
"""DB01970""",2
"""DB03535""",72
"""DB03575""",7568
"""DB02131""",2
"""DB04426""",1422
"""DB09217""",2808
"""DB06840""",2
"""DB07321""",7
"""DB03042""",1167
"""DB03365""",76
"""DB07736""",16
"""DB04248""",8796
"""DB11969""",11
"""DB12538""",2
"""DB00398""",11802
"""DB04107""",25
"""DB08987""",2064
"""DB03154""",225
"""DB01675""",218
"""DB01691""",1
"""DB00643""",1327
"""DB04439""",6
"""DB12948""",78
"""DB04167""",61
"""DB07018""",5
"""DB07381""",92
"""DB06892""",2
"""DB07170""",149
"""DB07695""",2
"""DB11448""",732
"""DB00743""",2387
"""DB00535""",1965
"""DB04777""",9
"""DB03688""",3817
"""DB02897""",553
"""DB04311""",163
"""DB05667""",1954
"""DB07658""",5
"""DB13726""",224
"""DB02416""",59
"""DB03144""",57
"""DB11915""",2384
"""DB00145""",4952
"""DB04871""",3421
"""DB01232""",3775
"""DB07203""",4
"""DB08565""",96
"""DB15434""",1804
"""DB13503""",676
"""DB04462""",160
"""DB11691""",1557
"""DB13707""",826
"""DB03278""",598
"""DB15441""",732
"""DB01127""",512
"""DB13776""",26
"""DB08799""",841
"""DB11896""",53
"""DB01012""",1537
"""DB01582""",559
"""DB06210""",1709
"""DB07400""",2
"""DB03589""",28
"""DB01214""",666
"""DB01183""",5492
"""DB04604""",464
"""DB09205""",2274
"""DB12156""",111
"""DB09075""",2596
"""DB13871""",2
"""DB06914""",2
"""DB07350""",13
"""DB13550""",1406
"""DB02877""",159
"""DB03566""",4434
"""DB12202""",813
"""DB04841""",3882
"""DB08188""",39
"""DB06940""",2
"""DB01423""",698
"""DB01655""",449
"""DB08087""",167
"""DB16200""",1072
"""DB00881""",2150
"""DB00891""",884
"""DB08757""",10
"""DB03611""",13
"""DB08723""",7
"""DB13604""",1256
"""DB02532""",59
"""DB05254""",16
"""DB08124""",5
"""DB02891""",541
"""DB00227""",5216
"""DB08321""",34
"""DB01586""",3833
"""DB00732""",2557
"""DB03276""",118
"""DB02800""",12
"""DB13064""",1440
"""DB00668""",17513
"""DB02624""",914
"""DB06282""",3293
"""DB12357""",2
"""DB00030""",1574
"""DB04540""",86006
"""DB08094""",8
"""DB02821""",18
"""DB07572""",504
"""DB07485""",12
"""DB00788""",5887
"""DB02464""",1436
"""DB14539""",2292
"""DB08512""",2
"""DB09186""",1355
"""DB07089""",2
"""DB08248""",5
"""DB15575""",320
"""DB04648""",4
"""DB01537""",7287
"""DB08324""",593
"""DB03750""",881
"""DB12842""",72
"""DB06931""",10
"""DB13851""",136
"""DB04419""",758
"""DB12327""",1327
"""DB06626""",2025
"""DB13452""",1258
"""DB04845""",2416
"""DB14548""",122
"""DB12487""",810
"""DB11688""",79
"""DB01960""",10
"""DB07745""",12
"""DB00446""",5379
"""DB13713""",76
"""DB00683""",10150
"""DB01438""",1728
"""DB03908""",1283
"""DB04799""",174
"""DB11762""",19
"""DB01273""",2911
"""DB08931""",2300
"""DB00428""",11814
"""DB04775""",2
"""DB08736""",934
"""DB02159""",1812
"""DB11525""",110
"""DB08022""",2
"""DB02197""",3
"""DB01276""",1288
"""DB03189""",5
"""DB04833""",1713
"""DB08809""",1188
"""DB03758""",587
"""DB12498""",810
"""DB01170""",2517
"""DB01219""",2832
"""DB09132""",1454
"""DB00027""",104
"""DB02460""",19
"""DB07626""",2
"""DB08754""",100
"""DB09283""",838
"""DB07531""",5
"""DB01515""",176
"""DB03714""",3
"""DB04566""",1199
"""DB03448""",102
"""DB02970""",35
"""DB02472""",9
"""DB07363""",2
"""DB13457""",1352
"""DB05446""",51
"""DB04360""",16
"""DB11666""",40
"""DB06751""",32
"""DB03238""",132
"""DB02638""",915
"""DB02186""",115
"""DB06783""",252
"""DB15675""",26
"""DB03164""",13
"""DB01529""",1975
"""DB05428""",287
"""DB12235""",3336
"""DB01604""",410
"""DB11567""",1910
"""DB03335""",3
"""DB02657""",417
"""DB04851""",421
"""DB07112""",14
"""DB07418""",116
"""DB01439""",9
"""DB04081""",15
"""DB08463""",87
"""DB08912""",4690
"""DB06655""",1199
"""DB00258""",553
"""DB06469""",400
"""DB07374""",1411
"""DB01021""",3369
"""DB03577""",685
"""DB03441""",22
"""DB04931""",316
"""DB08126""",8
"""DB03736""",3
"""DB05656""",812
"""DB02625""",2
"""DB03209""",335
"""DB02713""",139
"""DB00868""",170
"""DB04329""",483
"""DB06163""",78
"""DB12250""",732
"""DB12666""",1
"""DB13801""",2286
"""DB15466""",78
"""DB03615""",2209
"""DB02981""",20
"""DB06883""",196
"""DB14059""",2772
"""DB11181""",460
"""DB02656""",14
"""DB02924""",50
"""DB01197""",4031
"""DB07503""",39
"""DB04340""",104
"""DB15930""",2
"""DB03657""",6
"""DB13981""",1070
"""DB14507""",2144
"""DB13044""",805
"""DB01699""",6
"""DB07927""",4
"""DB13578""",2064
"""DB13840""",18
"""DB08897""",2404
"""DB05265""",97
"""DB07851""",164
"""DB01120""",2168
"""DB07711""",477
"""DB00092""",701
"""DB03012""",102
"""DB04551""",366
"""DB01454""",5558
"""DB01777""",2
"""DB07180""",5
"""DB08772""",112
"""DB12271""",1
"""DB07301""",242
"""DB02677""",22
"""DB14494""",2
"""DB01954""",2491
"""DB04172""",7
"""DB08970""",2302
"""DB12268""",1293
"""DB11543""",2288
"""DB00698""",3523
"""DB02546""",5328
"""DB05152""",240
"""DB12431""",16
"""DB08348""",430
"""DB08810""",2160
"""DB08453""",53
"""DB04896""",4594
"""DB01767""",11
"""DB03002""",83
"""DB04812""",2822
"""DB00204""",2118
"""DB01270""",756
"""DB13155""",34
"""DB04083""",77
"""DB06181""",78
"""DB08640""",94
"""DB03640""",133
"""DB06860""",482
"""DB11425""",208
"""DB00226""",1291
"""DB08020""",18
"""DB12515""",1034
"""DB07054""",39
"""DB00562""",2895
"""DB04466""",9
"""DB00588""",3855
"""DB08408""",1
"""DB01917""",2974
"""DB06994""",4
"""DB06864""",35
"""DB02884""",226
"""DB05855""",76
"""DB07451""",25
"""DB02317""",290
"""DB02417""",116
"""DB07421""",2
"""DB06151""",12999
"""DB13182""",76
"""DB10805""",840
"""DB01196""",1216
"""DB13754""",1338
"""DB16709""",6
"""DB09165""",1454
"""DB06984""",33
"""DB07462""",7
"""DB10532""",24
"""DB08848""",50
"""DB02711""",32
"""DB11935""",1592
"""DB01046""",2220
"""DB07908""",3
"""DB11142""",4
"""DB03892""",166
"""DB09539""",236
"""DB12998""",1
"""DB02554""",20
"""DB04436""",32
"""DB05298""",12
"""DB15149""",698
"""DB12266""",640
"""DB04275""",331
"""DB09246""",2642
"""DB11540""",1646
"""DB01288""",2384
"""DB03153""",3
"""DB13396""",1720
"""DB06603""",2481
"""DB11640""",992
"""DB00129""",3663
"""DB06948""",8
"""DB08455""",92
"""DB00250""",2512
"""DB04236""",33
"""DB08647""",396
"""DB11085""",1495
"""DB02355""",44
"""DB07093""",72
"""DB14041""",732
"""DB12146""",86
"""DB13999""",184
"""DB14631""",2232
"""DB08067""",141
"""DB00851""",4719
"""DB03568""",4472
"""DB03852""",1297
"""DB04786""",2218
"""DB08076""",4
"""DB03573""",19
"""DB13649""",2772
"""DB11304""",32
"""DB00284""",2682
"""DB09254""",2642
"""DB00421""",4659
"""DB15215""",78
"""DB09022""",1198
"""DB04393""",2
"""DB02806""",2515
"""DB02620""",3
"""DB07757""",3
"""DB14526""",1454
"""DB07461""",2
"""DB11914""",734
"""DB11783""",1699
"""DB05482""",2301
"""DB06674""",2648
"""DB09418""",2316
"""DB08572""",138
"""DB15051""",2
"""DB05246""",3302
"""DB08515""",36
"""DB13154""",12
"""DB03003""",31
"""DB01028""",3311
"""DB07951""",14
"""DB12225""",26
"""DB12693""",2425
"""DB02500""",11
"""DB07046""",91
"""DB00577""",2491
"""DB07173""",17
"""DB13451""",2572
"""DB07409""",7
"""DB07630""",2
"""DB13676""",1426
"""DB04220""",1
"""DB01558""",3148
"""DB08162""",1906
"""DB04880""",75
"""DB08673""",2
"""DB06412""",445
"""DB13179""",1800
"""DB08310""",2
"""DB04642""",146
"""DB04277""",331
"""DB02363""",7
"""DB00140""",1401
"""DB02585""",101
"""DB00309""",2101
"""DB09292""",2035
"""DB01561""",427
"""DB10990""",556
"""DB02844""",10
"""DB02198""",385
"""DB08358""",40
"""DB08464""",8
"""DB12061""",11
"""DB04953""",4001
"""DB12764""",2
"""DB04826""",21
"""DB09282""",382
"""DB01600""",2842
"""DB12051""",224
"""DB05555""",734
"""DB06215""",110
"""DB07900""",2
"""DB00380""",2587
"""DB05136""",810
"""DB00604""",2980
"""DB00791""",96
"""DB07563""",2
"""DB04392""",5
"""DB00123""",140523
"""DB07319""",2
"""DB09570""",2235
"""DB00371""",3311
"""DB13284""",1430
"""DB02024""",483
"""DB04662""",25
"""DB08198""",13
"""DB14897""",732
"""DB06600""",1860
"""DB12996""",772
"""DB01179""",1006
"""DB05861""",86
"""DB01649""",10
"""DB15133""",1168
"""DB03742""",165
"""DB02133""",7054
"""DB13429""",1256
"""DB00180""",2293
"""DB12593""",81
"""DB00354""",1625
"""DB11675""",1410
"""DB11656""",2
"""DB01614""",4730
"""DB08761""",124
"""DB12527""",4
"""DB02580""",38
"""DB09045""",1919
"""DB09303""",736
"""DB00238""",4092
"""DB06703""",354
"""DB06209""",3311
"""DB00470""",118066
"""DB05295""",578
"""DB06683""",26
"""DB06050""",732
"""DB06959""",127
"""DB00679""",4387
"""DB11510""",6
"""DB04655""",201
"""DB14877""",812
"""DB08423""",41
"""DB02303""",6
"""DB11894""",79
"""DB13675""",2056
"""DB07730""",2
"""DB07657""",3
"""DB01116""",2177
"""DB01524""",466
"""DB00070""",408
"""DB07422""",109
"""DB00293""",1372
"""DB08262""",23
"""DB15022""",732
"""DB13255""",170
"""DB16820""",346
"""DB02534""",98
"""DB11613""",1257
"""DB13378""",1342
"""DB04722""",2
"""DB04884""",3010
"""DB08857""",352
"""DB03353""",201
"""DB09121""",1454
"""DB12466""",752
"""DB13051""",19
"""DB04932""",1290
"""DB00526""",40554
"""DB11228""",800
"""DB14707""",810
"""DB04788""",32
"""DB09266""",58
"""DB13065""",1
"""DB03137""",2
"""DB08372""",46
"""DB00183""",12
"""DB03316""",2914
"""DB04274""",18
"""DB07654""",4
"""DB06814""",1274
"""DB04683""",4
"""DB12243""",12
"""DB12011""",2
"""DB01592""",29467
"""DB07647""",5
"""DB01100""",3817
"""DB02490""",72
"""DB07697""",16
"""DB02691""",922
"""DB01911""",2
"""DB00308""",2324
"""DB04681""",2
"""DB11166""",1276
"""DB08634""",144
"""DB08228""",27
"""DB09381""",1312
"""DB07732""",11
"""DB06302""",52
"""DB08554""",40
"""DB11358""",1590
"""DB03166""",66899
"""DB04391""",124
"""DB02229""",8
"""DB00408""",2375
"""DB13601""",1326
"""DB06194""",312
"""DB02207""",1868
"""DB00374""",2565
"""DB04271""",186
"""DB07096""",249
"""DB02097""",4190
"""DB12893""",908
"""DB12131""",2879
"""DB02722""",97
"""DB05384""",2636
"""DB05737""",3
"""DB07264""",4
"""DB08842""",1293
"""DB03305""",162
"""DB02252""",1299
"""DB00639""",47
"""DB11416""",110
"""DB08670""",10
"""DB07078""",5
"""DB03686""",39
"""DB11653""",8
"""DB00809""",5172
"""DB07588""",18
"""DB00500""",2879
"""DB07992""",1971
"""DB06635""",1276
"""DB00956""",3025
"""DB01514""",1
"""DB07325""",2
"""DB01080""",2256
"""DB07715""",2049
"""DB05297""",84
"""DB07277""",4
"""DB13587""",342
"""DB16222""",1276
"""DB07635""",60
"""DB11652""",2072
"""DB00405""",2125
"""DB12387""",14
"""DB06820""",16
"""DB09241""",4552
"""DB12958""",1426
"""DB12307""",83
"""DB00114""",2039
"""DB11143""",2
"""DB00982""",1843
"""DB13249""",938
"""DB11806""",4
"""DB09126""",29
"""DB06422""",2
"""DB02658""",178
"""DB00537""",15185
"""DB07181""",2
"""DB12010""",1395
"""DB03893""",240
"""DB04170""",63
"""DB13319""",46
"""DB00255""",40515
"""DB00460""",193
"""DB07087""",2
"""DB12715""",3
"""DB10370""",128
"""DB14516""",814
"""DB07469""",58
"""DB01230""",381
"""DB03048""",5
"""DB03372""",2
"""DB01346""",12
"""DB05884""",16
"""DB07259""",51
"""DB02035""",39
"""DB01562""",495
"""DB11668""",184
"""DB07688""",11
"""DB11323""",1304
"""DB12234""",1
"""DB00339""",3530
"""DB03139""",71
"""DB08390""",14
"""DB04726""",33
"""DB00075""",1334
"""DB06575""",738
"""DB11124""",1836
"""DB02670""",57
"""DB00694""",5402
"""DB00260""",1899
"""DB13729""",110
"""DB00738""",3589
"""DB08329""",1890
"""DB08890""",972
"""DB01245""",2084
"""DB06795""",43
"""DB06896""",63
"""DB01858""",5
"""DB04801""",609
"""DB00391""",5245
"""DB07849""",2
"""DB10349""",74
"""DB13259""",2078
"""DB01195""",2582
"""DB07231""",18
"""DB13268""",2
"""DB03459""",141
"""DB01803""",249
"""DB15419""",80
"""DB02984""",8
"""DB00038""",5
"""DB07313""",5
"""DB12765""",1
"""DB06997""",2
"""DB01124""",4104
"""DB01089""",1291
"""DB08594""",2
"""DB00206""",7417
"""DB00147""",344
"""DB07314""",2
"""DB06845""",285
"""DB08792""",24
"""DB00704""",4343
"""DB16655""",2
"""DB00302""",1611
"""DB04815""",874
"""DB06137""",4
"""DB08195""",23
"""DB00550""",2984
"""DB02215""",2
"""DB04471""",2
"""DB11751""",314
"""DB00305""",8971
"""DB13046""",78
"""DB08371""",263
"""DB02276""",2
"""DB07265""",4
"""DB03556""",89
"""DB07936""",4
"""DB07743""",23
"""DB01274""",3497
"""DB07751""",7
"""DB00410""",971
"""DB06791""",942
"""DB16611""",556
"""DB05793""",732
"""DB12704""",1530
"""DB08610""",148
"""DB04938""",1327
"""DB03044""",451
"""DB13782""",2690
"""DB00606""",3390
"""DB07236""",2
"""DB01440""",4362
"""DB02506""",10
"""DB09161""",474
"""DB01843""",6
"""DB08260""",36
"""DB12174""",855
"""DB07467""",234
"""DB04619""",855
"""DB14394""",556
"""DB09527""",326
"""DB00742""",12142
"""DB09299""",2624
"""DB00366""",2496
"""DB12399""",1371
"""DB08552""",4
"""DB12044""",4
"""DB15394""",2
"""DB01064""",8173
"""DB07834""",17
"""DB00623""",2596
"""DB03152""",180
"""DB12831""",1277
"""DB00011""",1307
"""DB11774""",1862
"""DB00880""",4953
"""DB01735""",156
"""DB00802""",3689
"""DB13405""",1430
"""DB01140""",1930
"""DB03728""",59
"""DB06168""",2649
"""DB06738""",2660
"""DB09536""",8
"""DB13952""",3784
"""DB06729""",1369
"""DB04564""",2899
"""DB06749""",88
"""DB04467""",147
"""DB00411""",3731
"""DB09291""",1035
"""DB02151""",20
"""DB01002""",6961
"""DB06195""",78
"""DB03769""",27
"""DB04513""",25
"""DB08010""",2
"""DB04252""",108
"""DB07724""",13
"""DB04891""",322
"""DB00290""",8871
"""DB02477""",4
"""DB01061""",642
"""DB01412""",2768
"""DB08742""",61
"""DB00435""",54760
"""DB01102""",2102
"""DB01778""",4
"""DB04011""",205
"""DB12877""",801
"""DB07646""",3
"""DB07940""",48
"""DB04502""",18
"""DB09229""",1950
"""DB04752""",3
"""DB00331""",15172
"""DB06243""",4
"""DB13769""",1028
"""DB05630""",1
"""DB08169""",3
"""DB13349""",18
"""DB03177""",897
"""DB00669""",4461
"""DB07766""",438
"""DB07796""",2
"""DB03212""",2
"""DB08359""",17
"""DB12062""",86
"""DB15122""",738
"""DB08142""",28
"""DB08546""",2
"""DB00178""",2982
"""DB02279""",41
"""DB11963""",2231
"""DB03394""",198
"""DB00523""",185
"""DB15628""",1320
"""DB11637""",900
"""DB07220""",5
"""DB00110""",762
"""DB12613""",14
"""DB12702""",3
"""DB00783""",31975
"""DB04948""",4172
"""DB03879""",166
"""DB08811""",1431
"""DB12394""",1
"""DB03988""",90
"""DB03940""",434
"""DB01775""",877
"""DB03760""",451
"""DB00125""",20528
"""DB07119""",1026
"""DB11231""",6
"""DB02693""",257
"""DB00182""",3358
"""DB06980""",29
"""DB07360""",4
"""DB08306""",4
"""DB12097""",602
"""DB03414""",34
"""DB01823""",7
"""DB01990""",490
"""DB06554""",1814
"""DB01041""",8263
"""DB08233""",6
"""DB08530""",15
"""DB02057""",413
"""DB03823""",1956
"""DB07015""",7
"""DB04790""",2
"""DB01463""",1427
"""DB00288""",335
"""DB14071""",182
"""DB08103""",15
"""DB01146""",126
"""DB07934""",2
"""DB03974""",282
"""DB00572""",9442
"""DB01915""",465
"""DB02030""",1
"""DB07579""",2
"""DB04832""",3344
"""DB02601""",57
"""DB09210""",1469
"""DB12293""",2
"""DB03143""",1819
"""DB08164""",2
"""DB03661""",969
"""DB11597""",732
"""DB01965""",5
"""DB08403""",18
"""DB14634""",252
"""DB03645""",16
"""DB11888""",26
"""DB01498""",22
"""DB02129""",65
"""DB12799""",326
"""DB05129""",85
"""DB03110""",176
"""DB00948""",445
"""DB12221""",1806
"""DB09093""",86
"""DB08387""",43
"""DB01982""",3869
"""DB02829""",31
"""DB03542""",3564
"""DB11164""",1454
"""DB12753""",26
"""DB11694""",98
"""DB00962""",4312
"""DB01447""",5
"""DB03020""",191
"""DB10534""",296
"""DB08385""",6
"""DB13537""",894
"""DB14506""",1058
"""DB15443""",732
"""DB01642""",608
"""DB02456""",1786
"""DB07495""",11
"""DB13178""",1442
"""DB03766""",8417
"""DB09057""",1180
"""DB13544""",2770
"""DB07985""",209
"""DB05767""",834
"""DB03016""",2
"""DB04650""",6332
"""DB09081""",1452
"""DB04659""",2
"""DB01634""",3
"""DB02902""",254
"""DB08424""",14
"""DB09228""",74
"""DB00067""",257
"""DB07942""",14
"""DB14975""",1292
"""DB08629""",4
"""DB13873""",1704
"""DB14481""",130
"""DB04821""",1653
"""DB01583""",1497
"""DB07171""",331
"""DB02783""",12
"""DB06557""",732
"""DB01705""",107
"""DB11423""",110
"""DB00879""",1750
"""DB08911""",3413
"""DB01178""",1359
"""DB08255""",2
"""DB01993""",147
"""DB01168""",3707
"""DB01952""",185
"""DB03569""",222
"""DB08520""",1
"""DB01340""",1775
"""DB07431""",6
"""DB07879""",2
"""DB03226""",627
"""DB07457""",10
"""DB02861""",99
"""DB02014""",8
"""DB08714""",41
"""DB01576""",16246
"""DB13406""",2056
"""DB08906""",2554
"""DB08071""",6
"""DB13881""",76
"""DB11732""",2137
"""DB03562""",9
"""DB08611""",2
"""DB00404""",4288
"""DB04875""",57
"""DB07864""",163
"""DB08369""",100
"""DB16650""",744
"""DB11380""",2
"""DB03539""",2
"""DB11899""",3
"""DB07580""",2
"""DB12610""",1786
"""DB02973""",2
"""DB00627""",6792
"""DB09421""",375
"""DB01510""",172
"""DB13505""",1966
"""DB12485""",1
"""DB07858""",56
"""DB02606""",394
"""DB12677""",78
"""DB13266""",1592
"""DB00420""",4223
"""DB04160""",9409
"""DB08161""",3
"""DB08254""",46
"""DB07609""",26
"""DB14906""",26
"""DB13104""",78
"""DB11686""",1354
"""DB03623""",65
"""DB02127""",8
"""DB03001""",1588
"""DB07021""",12
"""DB09087""",636
"""DB11744""",110
"""DB07675""",39
"""DB03741""",2386
"""DB05697""",78
"""DB01536""",935
"""DB00122""",2937
"""DB01687""",26026
"""DB02738""",98
"""DB09250""",2642
"""DB05234""",8
"""DB09309""",628
"""DB03995""",156
"""DB08024""",76
"""DB04854""",422
"""DB08072""",2
"""DB02959""",2425
"""DB02312""",191
"""DB04782""",9
"""DB00359""",3764
"""DB11868""",1616
"""DB02280""",214
"""DB02354""",7
"""DB11923""",2
"""DB07269""",22
"""DB11769""",1
"""DB00112""",981
"""DB08972""",1870
"""DB03600""",2630
"""DB04259""",346
"""DB06732""",802
"""DB05889""",1294
"""DB09020""",858
"""DB07333""",259
"""DB01373""",18002
"""DB02190""",142
"""DB01081""",1957
"""DB03639""",86
"""DB12617""",840
"""DB09206""",1370
"""DB04888""",1544
"""DB11574""",1095
"""DB11689""",2078
"""DB02322""",104
"""DB01271""",3
"""DB01647""",66
"""DB04253""",195
"""DB09073""",2275
"""DB11636""",954
"""DB07385""",4
"""DB14651""",1692
"""DB06372""",2045
"""DB02563""",194
"""DB02869""",2
"""DB00926""",270
"""DB08104""",9
"""DB06403""",2178
"""DB08784""",7
"""DB07303""",20
"""DB02153""",464
"""DB07476""",24
"""DB00695""",8826
"""DB02757""",2952
"""DB08050""",62
"""DB13506""",382
"""DB02483""",23
"""DB08467""",17
"""DB00068""",1310
"""DB11798""",3
"""DB05470""",8
"""DB13261""",1860
"""DB01009""",4744
"""DB11781""",19
"""DB14951""",78
"""DB06865""",2
"""DB03619""",22658
"""DB06061""",7
"""DB06775""",90
"""DB08493""",9
"""DB14512""",2370
"""DB05892""",734
"""DB02763""",817
"""DB11720""",1259
"""DB07254""",19
"""DB01656""",3234
"""DB01842""",2
"""DB11699""",2834
"""DB13197""",184
"""DB03980""",6
"""DB01296""",4839
"""DB06963""",129
"""DB09105""",732
"""DB00635""",11656
"""DB13317""",64
"""DB14766""",2878
"""DB06701""",2307
"""DB08294""",15
"""DB12077""",732
"""DB00563""",16817
"""DB01019""",561
"""DB08796""",1
"""DB06836""",68
"""DB01758""",194
"""DB08479""",7
"""DB12416""",32
"""DB03229""",415
"""DB07081""",2
"""DB06709""",866
"""DB07394""",18
"""DB00780""",3852
"""DB08026""",31
"""DB12566""",5
"""DB08675""",2
"""DB08006""",4
"""DB04898""",1967
"""DB03069""",136
"""DB14210""",622
"""DB12874""",1676
"""DB07066""",444
"""DB01338""",2561
"""DB01173""",3464
"""DB02502""",4496
"""DB04171""",23
"""DB03729""",5
"""DB05532""",26
"""DB01087""",4088
"""DB00878""",3343
"""DB03698""",8
"""DB08389""",28
"""DB06647""",828
"""DB01545""",1428
"""DB08014""",1
